,Embedding,text,NoRuido,PRE,URLS,HTML,EMOJIS,TODO
0,BOW,0.7397959183673469,0.7442258340461934,0.7491525423728814,0.7442258340461934,0.7397959183673469,0.7397959183673469,0.7491525423728814
1,TF IDF,0.7467811158798283,0.7433016421780466,0.7308031774051191,0.7433016421780466,0.7467811158798283,0.7467811158798283,0.7308031774051191
2,Tensorflow hub,0.7869918699186993,0.7853658536585366,0.785829307568438,0.7853658536585366,0.7869918699186993,0.7869918699186993,0.785829307568438
